Date,company name,open,high,low,closing,avg_price_1,avg_volume_30,ROC_27,std_price_2,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts,gold
2/14/2023,Pan American Silver Corp.,16.16,16.16,16.55,16.49,16.3,3497003.533333333,-9.246009906,0.12727922061353597,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Endeavour Mining plc,3.11,3.11,3.21,3.17,3.12,2117858.6,-8.908045977,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Osisko Gold Royalties Ltd,12.71,13.01,12.67,12.99,12.79,695078.7666666667,-0.153727902,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Eldorado Gold Corporation,8.92,9.21,8.815,9.1,9,1562971.6666666667,3.409090909090897,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,IAMGOLD Corporation,2.53,2.575,2.49,2.56,2.55,5263934.333333333,-3.396226415,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,"Coeur Mining, Inc.",3.37,3.46,3.3,3.4,3.35,4069231.8333333335,-7.356948229,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Equinox Gold Corp.,3.87,3.88,3.71,3.75,3.87,2066393.9,-6.483790524,0.049497474683111616,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Orla Mining Ltd.,4.11,4.19,4.07,4.13,4.19,183270.76666666666,6.443298969072166,0.021213203,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Sandstorm Gold Ltd.,5.27,5.37,5.2,5.33,5.3,2173287.8333333335,-4.480286738,0,1,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Centerra Gold Inc.,6.46,6.585,6.335,6.51,6.46,157636.66666666666,13.811188811188813,0.028284271247595052,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Seabridge Gold Inc.,11.81,12.01,11.66,11.84,11.88,302847.9666666667,-11.17779445,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,DRDGOLD Limited,7.44,7.6,7.34,7.57,7.41,229485.7,-7.795371498,0.10606601717801657,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,Caledonia Mining Corporation Plc,12.76,12.95,12.58,12.93,12.81,65204.9,-8.232789212,0.19091883092032427,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/14/2023,"Idaho Strategic Resources, Inc.",5.5,5.5,5.34,5.47,5.52,6605.866666666667,-4.035087719,0.056568542,0,0,0,0,0,1,0,0,0,0,0,0,1854
2/14/2023,"Contango Ore, Inc.",22.51,22.51,22.51,22.51,22.5,1050.5,-18.32365747,0.5232590180779026,0,0,0,0,0,0,0,0,0,0,0,0,1854
2/15/2023,Newmont Corporation,46.23,46.7,45.95,46.3,47.01,6655056.4,-11.75910044,0.9121677477306207,0,0,0,0,0,0,0,0,1,0,0,0,1834.2
2/15/2023,Agnico Eagle Mine,49.97,50.01,48.6,49.15,51.04,2489581.6666666665,-11.45739506,0.16263455967355708,0,0,0,0,0,1,0,0,0,0,0,0,1834.2
2/15/2023,Barrick Gold Cor,17.32,17.4,16.925,17.17,17.81,18061275.966666665,-8.27991453,0.084852814,0,0,0,0,0,1,0,0,0,0,0,0,1834.2
2/15/2023,Wheaton Precious Metals Corp.,42.14,42.43,41.73,42.41,43.18,2144982.3666666667,-5.671708185,0.10606601717785755,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Franco-Nevada Corporation,133.28,134.43,132.46,134.26,136.08,515811.76666666666,-8.198290598,0.5939696961950275,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Gold Fields Limited,10.03,10.22,9.98,10.12,10.53,4984271,-17.2526574,0.049497475,0,0,0,0,0,1,0,1,0,0,0,0,1834.2
2/15/2023,AngloGold Ashant,18.21,18.608,18.19,18.48,19.78,2913186.1333333333,-17.09286676,0.035355339060448625,1,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Kinross Gold Corporation,4.07,4.07,3.9,3.93,4.15,13037669.6,-16.20469083,0.021213203435611807,1,0,1,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Alamos Gold Inc.,155.53,159.31,154.96,10.36,10.56,3513807.9,-5.732484076,0.021213203,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Harmony Gold Mining Company Limited,3.21,3.24,3.18,3.24,3.33,3378258.2,-14.28571429,0.028284271247490143,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Pan American Silver Corp.,16.1,16.1,16.215,16.13,16.49,3435737.2333333334,-13.23292093,0.13435028842540253,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Endeavour Mining plc,3.1,3.1,3.11,3.11,3.17,2113017.433333333,-12.64044944,0.035355339059309224,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Osisko Gold Royalties Ltd,12.7,12.93,12.67,12.92,12.99,650108.6,-5.693430657,0.1414213562372888,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Eldorado Gold Corporation,8.82,8.925,8.7788,8.89,9.1,1546923.5,-0.78125,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,IAMGOLD Corporation,2.5,2.5,2.44,2.47,2.56,5150531.033333333,-6.79245283,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,"Coeur Mining, Inc.",3.3,3.306,3.15,3.3,3.4,4011025.9,-18.11414392,0.035355339059304255,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Equinox Gold Corp.,3.66,3.71,3.57,3.68,3.75,2058903.4,-16.36363636,0.084852814,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Orla Mining Ltd.,4.01,4.12,3.96,4.11,4.13,182428.2,3.0075187969924837,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Sandstorm Gold Ltd.,5.21,5.21,5.085,5.17,5.33,2183537.066666667,-12.22410866,0.021213203435584867,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Centerra Gold Inc.,6.46,6.47,6.28,6.3,6.51,153617.5,5.527638190954775,0.035355339059439404,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,Seabridge Gold Inc.,11.61,11.61,11.408,11.52,11.84,296296.8,-15.54252199,0.028284271247125757,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,DRDGOLD Limited,7.34,7.53,7.34,7.46,7.57,225052.43333333332,-11.08462455,0.11313708498987991,1,0,0,0,0,0,0,1,0,0,0,0,1834.2
2/15/2023,Caledonia Mining Corporation Plc,12.61,12.78,12.4,12.73,12.93,64364.566666666666,-11.35097493,0.084852814,1,0,0,0,0,0,0,1,0,0,0,0,1834.2
2/15/2023,"Idaho Strategic Resources, Inc.",5.5,5.5,5.3,5.36,5.47,6622.466666666666,-4.964539007,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/15/2023,"Contango Ore, Inc.",22.74,22.74,22.5,22.52,22.51,1051.0666666666666,-18.84684685,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1834.2
2/16/2023,Newmont Corporation,45.65,46.33,45.11,45.85,46.3,6724550.6,-14.04199475,0.5020458146423615,0,0,0,0,0,1,0,0,0,0,0,0,1842
2/16/2023,Agnico Eagle Mine,48.55,49.5492,47.6,49.3,49.15,2516585.2,-12.33997155,1.3364318164426654,1,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Barrick Gold Cor,16.92,17.09,16.61,16.95,17.17,18600158.633333333,-10.6483922,0.4525483399593972,0,0,0,0,0,1,0,0,0,0,0,0,1842
2/16/2023,Wheaton Precious Metals Corp.,42.04,42.685,41.308,42.37,42.41,2153913.8,-6.302521008,0.5444722215136318,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Franco-Nevada Corporation,133.08,135.7,131.92,134.93,134.26,510998,-8.291986678,1.2869343417587262,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Gold Fields Limited,10.04,10.28,9.97,10.2,10.12,5009794.533333333,-17.14053615,0.28991378028649895,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,AngloGold Ashant,18.25,18.61,18.175,18.55,18.48,3004107.2,-17.95665635,0.9192388155425675,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Kinross Gold Corporation,3.97,3.976,3.77,3.93,3.93,13080293.533333333,-16.73728814,0.155563492,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Alamos Gold Inc.,157.31,160.21,156.47,10.43,10.36,3410923.6,-6.708407871,0.14142135623728733,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Harmony Gold Mining Company Limited,3.19,3.27,3.18,3.23,3.24,3339874.6333333333,-15.88541667,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Pan American Silver Corp.,15.96,15.96,16.37,16.25,16.13,3434403.2666666666,-14.83228512,0.2545584412271333,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Endeavour Mining plc,3.05,3.05,3.17,3.13,3.11,2092902.8666666667,-12.32492997,0.042426406871177505,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Osisko Gold Royalties Ltd,12.8,12.955,12.64,12.9,12.92,602519.6666666666,-5.425219941,0.049497475,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Eldorado Gold Corporation,8.81,9.0799,8.69,8.99,8.89,1529960.2,-1.855895197,0.1484924240491698,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,IAMGOLD Corporation,2.43,2.54,2.39,2.47,2.47,5040162.566666666,-9.191176471,0.06363961,1,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,"Coeur Mining, Inc.",3.23,3.3575,3.19,3.31,3.3,4051702.6666666665,-20.6235012,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Equinox Gold Corp.,3.64,3.8,3.58,3.75,3.68,2040443.2333333334,-15.73033708,0.049497474683128234,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Orla Mining Ltd.,3.9,4.21,3.87,4.21,4.11,181631.66666666666,5.249999999999999,0.014142135623723675,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Sandstorm Gold Ltd.,5.12,5.245,5.065,5.21,5.17,2200833.7333333334,-13.88429752,0.11313708498984326,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Centerra Gold Inc.,6.27,6.31,6.2,6.24,6.3,151542.33333333334,1.4634146341463392,0.14849242404919927,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Seabridge Gold Inc.,11.43,11.62,11.24,11.47,11.52,290622.73333333334,-16.4603059,0.22627416997964686,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,DRDGOLD Limited,7.38,7.77,7.38,7.55,7.46,217848.1,-11.48886284,0.077781746,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,Caledonia Mining Corporation Plc,12.77,13,12.48,13,12.73,63502.96666666667,-10.28295376,0.14142135623724245,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/16/2023,"Idaho Strategic Resources, Inc.",5.48,5.5,5.39,5.5,5.36,6608.366666666667,0,0.077781746,0,0,0,0,1,0,0,0,0,0,0,0,1842
2/16/2023,"Contango Ore, Inc.",22.56,22.56,22.56,22.56,22.52,1124.5666666666666,-18.7027027,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1842
2/17/2023,Newmont Corporation,45.32,45.56,44.67,45.42,45.85,6739678.966666667,-14.84814398,0.3181980515337659,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Agnico Eagle Mine,46.79,46.9,44.54,46.23,49.3,2534342.7333333334,-17.79871977,0.10606601717923092,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Barrick Gold Cor,16.65,16.79,16.44,16.74,16.95,18649012.6,-11.75540327,0.15556349186109752,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Wheaton Precious Metals Corp.,41.69,42.47,41.33,42.28,42.37,2157000.1,-6.501547988,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Franco-Nevada Corporation,132.93,134.24,131.57,132.45,134.93,502350.7,-9.977570856,0.4737615433926967,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Gold Fields Limited,10.1,10.22,9.985,10.1,10.2,4924826.666666667,-17.95288383,0.056568542495017554,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,AngloGold Ashant,18.21,18.47,18.005,18.47,18.55,2993848.5,-18.31048209,0.049497475,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Kinross Gold Corporation,3.89,3.89,3.76,3.86,3.93,13420828.566666666,-18.22033898,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Alamos Gold Inc.,159.7,163.1768,157.67,10.35,10.43,3325887.6,-7.423971377,0.049497475,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Harmony Gold Mining Company Limited,3.205,3.28,3.15,3.24,3.23,3312684.2666666666,-15.625,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Pan American Silver Corp.,16,16,16.315,16.21,16.25,3446089.7333333334,-15.04192872,0.084852814,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Endeavour Mining plc,3.07,3.07,3.15,3.13,3.13,2092019.1666666667,-12.32492997,0.014142135623681665,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Osisko Gold Royalties Ltd,12.75,12.845,12.52,12.77,12.9,590660.2333333333,-6.37829912,0.014142135623521245,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Eldorado Gold Corporation,8.8,8.9,8.61,8.72,8.99,1531694.6666666667,-4.80349345,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,IAMGOLD Corporation,2.41,2.49,2.295,2.46,2.47,5013880.2,-9.558823529,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,"Coeur Mining, Inc.",3.27,3.33,3.19,3.31,3.31,4020748.533333333,-20.6235012,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Equinox Gold Corp.,3.69,3.76,3.59,3.69,3.75,2060602.2333333334,-17.07865169,0.049497474683128234,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Orla Mining Ltd.,4.17,4.18,4.09,4.13,4.21,171926.7,3.2499999999999973,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Sandstorm Gold Ltd.,5.13,5.18,5.065,5.11,5.21,2206860.1,-15.53719008,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Centerra Gold Inc.,6.17,6.28,6.04,6.24,6.24,147735.56666666668,1.4634146341463392,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Seabridge Gold Inc.,11.38,11.44,11.082,11.28,11.47,289579.5,-17.84413693,0.035355339,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,DRDGOLD Limited,7.44,7.555,7.33,7.52,7.55,212258.13333333333,-11.84056272,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,Caledonia Mining Corporation Plc,12.81,12.99,12.5,12.7,13,61584.3,-12.35334714,0.1909188309203202,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,"Idaho Strategic Resources, Inc.",5.49,5.5,5.31,5.34,5.5,6800.633333333333,-2.909090909,0.098994949,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/17/2023,"Contango Ore, Inc.",22.56,22.56,22.56,22.56,22.56,957.0333333333333,-18.7027027,0.028284271,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Newmont Corporation,45.32,45.56,44.67,45.42,45.42,6749655.733333333,-14.84814398,0.30405591590999864,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Agnico Eagle Mine,46.79,46.9,44.54,46.23,46.23,2798483.9,-17.79871977,2.1708178182427766,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Barrick Gold Cor,16.65,16.79,16.44,16.74,16.74,18846027.933333334,-11.75540327,0.14849242404925025,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Wheaton Precious Metals Corp.,41.69,42.47,41.33,42.28,42.28,2165187.1,-6.501547988,0.06363961,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Franco-Nevada Corporation,132.93,134.24,131.57,132.45,132.45,502146.23333333334,-9.977570856,1.7536248173419997,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Gold Fields Limited,10.1,10.22,9.985,10.1,10.1,4877617.866666666,-17.95288383,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,AngloGold Ashant,18.21,18.47,18.005,18.47,18.47,3022949.3,-18.31048209,0.056568542,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Kinross Gold Corporation,3.89,3.89,3.76,3.86,3.86,13730050.9,-18.22033898,0.049497475,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Alamos Gold Inc.,159.7,163.1768,157.67,10.35,10.35,3268045.466666667,-7.423971377,0.056568542,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Harmony Gold Mining Company Limited,3.205,3.28,3.15,3.24,3.24,3263297.533333333,-15.625,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Pan American Silver Corp.,16,16,16.315,16.21,16.21,3491406,-15.04192872,0.028284271247220254,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Endeavour Mining plc,3.07,3.07,3.15,3.13,3.13,2056928.5333333334,-12.32492997,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Osisko Gold Royalties Ltd,12.75,12.845,12.52,12.77,12.77,593017.5666666667,-6.37829912,0.091923882,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Eldorado Gold Corporation,8.8,8.9,8.61,8.72,8.72,1567253.6333333333,-4.80349345,0.19091883092035947,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,IAMGOLD Corporation,2.41,2.49,2.295,2.46,2.46,4949461.333333333,-9.558823529,0.007071068,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,"Coeur Mining, Inc.",3.27,3.33,3.19,3.31,3.31,3990602.8666666667,-20.6235012,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Equinox Gold Corp.,3.69,3.76,3.59,3.69,3.69,2097518.8333333335,-17.07865169,0.042426407,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Orla Mining Ltd.,4.17,4.18,4.09,4.13,4.13,165547.76666666666,3.2499999999999973,0.056568542,0,0,0,0,1,0,0,0,0,0,0,0,1840.4
2/18/2023,Sandstorm Gold Ltd.,5.13,5.18,5.065,5.11,5.11,2198147.933333333,-15.53719008,0.070710678,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Centerra Gold Inc.,6.17,6.28,6.04,6.24,6.24,146572.9,1.4634146341463392,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Seabridge Gold Inc.,11.38,11.44,11.082,11.28,11.28,284984.5,-17.84413693,0.13435028842534819,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,DRDGOLD Limited,7.44,7.555,7.33,7.52,7.52,206228.4,-11.84056272,0.021213203,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,Caledonia Mining Corporation Plc,12.81,12.99,12.5,12.7,12.7,61054.13333333333,-12.35334714,0.2121320343559214,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,"Idaho Strategic Resources, Inc.",5.49,5.5,5.31,5.34,5.34,6859.4,-2.909090909,0.11313708498984873,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/18/2023,"Contango Ore, Inc.",22.56,22.56,22.56,22.56,22.56,933,-18.7027027,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Newmont Corporation,45.32,45.56,44.67,45.42,45.42,6804161.366666666,-15.30859594,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Agnico Eagle Mine,46.79,46.9,44.54,46.23,46.23,3051558.8666666667,-18.01737897,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Barrick Gold Cor,16.65,16.79,16.44,16.74,16.74,18989259.9,-12.94851794,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Wheaton Precious Metals Corp.,41.69,42.47,41.33,42.28,42.28,2157360.966666667,-6.851729456,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Franco-Nevada Corporation,132.93,134.24,131.57,132.45,132.45,504464.7,-9.162608875,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Gold Fields Limited,10.1,10.22,9.985,10.1,10.1,4875354.833333333,-17.34860884,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,AngloGold Ashant,18.21,18.47,18.005,18.47,18.47,3030405.6333333333,-18.12943262,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Kinross Gold Corporation,3.89,3.89,3.76,3.86,3.86,13932282.9,-18.56540084,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Alamos Gold Inc.,159.7,163.1768,157.67,10.35,10.35,3257297.1666666665,-7.423971377,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Harmony Gold Mining Company Limited,3.205,3.28,3.15,3.24,3.24,3228663.2666666666,-15.18324607,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Pan American Silver Corp.,16,16,16.315,16.21,16.21,3541418.3,-13.77659574,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Endeavour Mining plc,3.07,3.07,3.15,3.13,3.13,2054960,-10.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Osisko Gold Royalties Ltd,12.75,12.845,12.52,12.77,12.77,574733.2,-5.686853767,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Eldorado Gold Corporation,8.8,8.9,8.61,8.72,8.72,1612514.4333333333,-5.422993492,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,IAMGOLD Corporation,2.41,2.49,2.295,2.46,2.46,4879042,-8.550185874,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,"Coeur Mining, Inc.",3.27,3.33,3.19,3.31,3.31,3842387.933333333,-20.24096386,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Equinox Gold Corp.,3.69,3.76,3.59,3.69,3.69,2126199.1333333333,-17.81737194,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Orla Mining Ltd.,4.17,4.18,4.09,4.13,4.13,162569.33333333334,4.556962025316448,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Sandstorm Gold Ltd.,5.13,5.18,5.065,5.11,5.11,2177329.6,-14.54849498,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Centerra Gold Inc.,6.17,6.28,6.04,6.24,6.24,146031.53333333333,0.8077544426494316,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Seabridge Gold Inc.,11.38,11.44,11.082,11.28,11.28,284868.0333333333,-17.60409058,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,DRDGOLD Limited,7.44,7.555,7.33,7.52,7.52,201617.23333333334,-11.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,Caledonia Mining Corporation Plc,12.81,12.99,12.5,12.7,12.7,60730.63333333333,-18.69398207,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,"Idaho Strategic Resources, Inc.",5.49,5.5,5.31,5.34,5.34,7161.233333333334,-4.129263914,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/19/2023,"Contango Ore, Inc.",22.56,22.56,22.56,22.56,22.56,906.2666666666667,-13.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Newmont Corporation,45.32,45.56,44.67,45.42,45.42,6928052.866666666,-14.92788912,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Agnico Eagle Mine,46.79,46.9,44.54,46.23,46.23,3327488.4,-19.34752268,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Barrick Gold Cor,16.65,16.79,16.44,16.74,16.74,19159412.233333334,-13.80020597,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Wheaton Precious Metals Corp.,41.69,42.47,41.33,42.28,42.28,2140228.4,-7.524059493,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Franco-Nevada Corporation,132.93,134.24,131.57,132.45,132.45,495645.43333333335,-10.65164598,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Gold Fields Limited,10.1,10.22,9.985,10.1,10.1,4882552.633333334,-17.0771757,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,AngloGold Ashant,18.21,18.47,18.005,18.47,18.47,3050686.566666667,-16.00727603,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Kinross Gold Corporation,3.89,3.89,3.76,3.86,3.86,14242813.233333332,-19.91701245,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Alamos Gold Inc.,159.7,163.1768,157.67,10.35,10.35,3253364.6666666665,-8.970976253,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Harmony Gold Mining Company Limited,3.205,3.28,3.15,3.24,3.24,3220975.7,-13.82978723,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Pan American Silver Corp.,16,16,16.315,16.21,16.21,3573505.8333333335,-14.72908995,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Endeavour Mining plc,3.07,3.07,3.15,3.13,3.13,2061787.4666666666,-13.77410468,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Osisko Gold Royalties Ltd,12.75,12.845,12.52,12.77,12.77,570107.0666666667,-7.194767442,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
2/20/2023,Eldorado Gold Corporation,8.8,8.9,8.61,8.72,8.72,1665740.1666666667,-7.430997877,0,0,0,0,0,0,0,0,0,0,0,0,0,1840.4
